radius=4,size=60,iter=100,init_seed=162634870,min_new=7,seed=805119828,init_algorithm=random
radius=4,size=240,iter=400,init_seed=929524443,min_new=7,seed=965671119,init_algorithm=random
radius=4,size=120,iter=200,init_seed=90946395,min_new=7,seed=158523419,init_algorithm=random
radius=4,size=120,iter=200,init_seed=360792300,min_new=7,seed=266923439,init_algorithm=random
radius=4,size=60,iter=100,init_seed=568855979,min_new=7,seed=322326163,init_algorithm=random
radius=4,size=60,iter=100,init_seed=537040508,min_new=7,seed=322326163,init_algorithm=random
radius=4,size=60,iter=100,init_seed=455361424,min_new=7,seed=593527769,init_algorithm=random
radius=4,size=60,iter=100,init_seed=495183290,min_new=7,seed=593527769,init_algorithm=random
radius=4,size=60,iter=100,init_seed=532671352,min_new=7,seed=370955168,init_algorithm=random
radius=4,size=240,iter=400,init_seed=710926055,min_new=7,seed=531246076,init_algorithm=random
radius=4,size=120,iter=200,init_seed=375921993,min_new=7,seed=660527801,init_algorithm=random
radius=4,size=120,iter=200,init_seed=362951032,min_new=7,seed=660527801,init_algorithm=random
radius=4,size=120,iter=200,init_seed=586491999,min_new=7,seed=660527801,init_algorithm=random
radius=4,size=60,iter=100,init_seed=82001235,min_new=7,seed=242220565,init_algorithm=random
radius=4,size=60,iter=100,init_seed=941721674,min_new=7,seed=124968613,init_algorithm=random
radius=5,size=60,iter=100,init_seed=1012452623,min_new=8,seed=161967769,init_algorithm=random
radius=3,size=120,iter=200,init_seed=163867937,min_new=6,seed=665873699,init_algorithm=random
radius=3,size=120,iter=200,init_seed=763085602,min_new=6,seed=1008767813,init_algorithm=random
radius=3,size=120,iter=200,init_seed=659031131,min_new=6,seed=614567290,init_algorithm=random
radius=4,size=60,iter=100,init_seed=713657910,min_new=10,seed=490234838,init_algorithm=random
radius=4,size=120,iter=200,init_seed=628658743,min_new=10,seed=623510602,init_algorithm=random
radius=4,size=120,iter=200,init_seed=1003889783,min_new=10,seed=623510602,init_algorithm=random
radius=4,size=120,iter=200,init_seed=1003889783,min_new=10,seed=433639128,init_algorithm=random
radius=4,size=60,iter=100,init_seed=1031610935,min_new=10,seed=83869650,init_algorithm=random
radius=4,size=60,iter=100,init_seed=500174446,min_new=10,seed=83869650,init_algorithm=random
radius=4,size=60,iter=100,init_seed=285847609,min_new=10,seed=83869650,init_algorithm=random
radius=4,size=60,iter=100,init_seed=505389697,min_new=10,seed=84841321,init_algorithm=random
radius=4,size=60,iter=100,init_seed=881595995,min_new=10,seed=991382873,init_algorithm=random
radius=4,size=60,iter=100,init_seed=558215231,min_new=10,seed=4984569,init_algorithm=random
radius=4,size=60,iter=100,init_seed=104598520,min_new=10,seed=843089429,init_algorithm=random
radius=4,size=60,iter=100,init_seed=850971618,min_new=10,seed=1064557327,init_algorithm=random
radius=4,size=60,iter=100,init_seed=665064766,min_new=10,seed=354528063,init_algorithm=random
radius=4,size=120,iter=200,init_seed=549741039,min_new=10,seed=1009736048,init_algorithm=random
radius=4,size=120,iter=200,init_seed=771913640,min_new=10,seed=126184647,init_algorithm=random
radius=4,size=60,iter=100,init_seed=1029604370,min_new=10,seed=977731837,init_algorithm=random
radius=4,size=60,iter=100,init_seed=36798915,min_new=10,seed=51463359,init_algorithm=random
radius=4,size=60,iter=100,init_seed=934550343,min_new=10,seed=750357751,init_algorithm=random
radius=4,size=120,iter=200,init_seed=934550343,min_new=10,seed=750357751,init_algorithm=random
radius=4,size=120,iter=200,init_seed=690441589,min_new=10,seed=532786735,init_algorithm=random
radius=4,size=120,iter=200,init_seed=309350261,min_new=10,seed=532786735,init_algorithm=random
radius=4,size=120,iter=200,init_seed=290924705,min_new=10,seed=532786735,init_algorithm=random
radius=4,size=120,iter=200,init_seed=656483686,min_new=10,seed=532786735,init_algorithm=random
radius=4,size=240,iter=400,init_seed=656483686,min_new=10,seed=532786735,init_algorithm=random
radius=4,size=60,iter=100,init_seed=52938104,min_new=10,seed=631044924,init_algorithm=random
radius=4,size=240,iter=400,init_seed=84105866,min_new=10,seed=934341025,init_algorithm=random
radius=4,size=60,iter=100,init_seed=77685108,min_new=10,seed=377710028,init_algorithm=random
radius=4,size=60,iter=100,init_seed=966347270,min_new=10,seed=982999165,init_algorithm=random
radius=4,size=120,iter=200,init_seed=1060466916,min_new=10,seed=631429551,init_algorithm=random
radius=4,size=120,iter=200,init_seed=1033111026,min_new=10,seed=1021901885,init_algorithm=random
radius=4,size=60,iter=100,init_seed=1072561014,min_new=10,seed=67286130,init_algorithm=random
radius=4,size=60,iter=100,init_seed=677354319,min_new=10,seed=67286130,init_algorithm=random
radius=4,size=120,iter=200,init_seed=562588980,min_new=10,seed=1012726921,init_algorithm=random
radius=4,size=60,iter=100,init_seed=277027801,min_new=10,seed=55002224,init_algorithm=random
radius=4,size=60,iter=100,init_seed=473617975,min_new=10,seed=77302087,init_algorithm=random
radius=4,size=60,iter=60,init_seed=526876885,min_new=10,seed=224930697,init_algorithm=random
radius=4,size=60,iter=60,init_seed=575466641,min_new=10,seed=116172394,init_algorithm=random
radius=4,size=120,iter=120,init_seed=219186555,min_new=10,seed=815598652,init_algorithm=random
radius=4,size=120,iter=120,init_seed=109935465,min_new=10,seed=484479226,init_algorithm=short_quasiperiodic
radius=4,size=60,iter=60,init_seed=581356763,min_new=10,seed=211221024,init_algorithm=short_quasiperiodic
radius=4,size=120,iter=120,init_seed=242790963,min_new=10,seed=908582989,init_algorithm=random
radius=4,size=120,iter=120,init_seed=253965992,min_new=10,seed=791020107,init_algorithm=short_quasiperiodic
radius=4,size=240,iter=240,init_seed=722283890,min_new=10,seed=669869855,init_algorithm=mid_quasiperiodic
